,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kolondieba,ML,11.0882,-6.8926,76.96,79,58,2.84,light rain
346,Westport,US,41.1415,-73.3579,87.13,58,40,5.75,scattered clouds
347,Aksu,CN,41.1231,80.2644,74.28,35,99,4.34,overcast clouds
348,Palmer,US,42.1584,-72.3287,81.01,58,64,1.01,broken clouds
349,Raudeberg,NO,61.9875,5.1352,49.96,71,20,3.49,few clouds
350,Mahanoro,MG,-19.9,48.8,63.41,89,9,5.01,clear sky
351,Najran,SA,17.4924,44.1277,84.85,28,97,5.12,overcast clouds
352,Sola,VU,-13.8833,167.55,83.07,79,40,0.0,haze
353,Mwanza,TZ,-2.5167,32.9,70.25,49,23,9.48,few clouds
354,Weener,DE,53.1667,7.35,54.01,89,2,7.18,clear sky
355,Gravdal,NO,68.1214,13.5031,51.1,87,100,14.65,light rain
356,Shitanjing,CN,39.2342,106.3439,70.27,81,68,4.09,broken clouds
357,Pisco,PE,-13.7,-76.2167,64.45,68,0,17.27,clear sky
358,Ahipara,NZ,-35.1667,173.1667,57.36,75,100,7.56,overcast clouds
359,Yongan,CN,39.6957,113.6871,73.74,53,32,2.06,scattered clouds
360,Buin,CL,-33.7333,-70.75,47.73,89,100,1.32,light rain
361,Sao Sebastiao,BR,-23.76,-45.4097,69.48,95,49,8.12,scattered clouds
362,Gouyave,GD,12.1646,-61.7296,83.17,74,20,12.66,few clouds
363,Bandarbeyla,SO,9.4942,50.8122,78.22,79,99,31.25,overcast clouds
364,Pangai,TO,-19.8,-174.35,80.71,83,75,11.5,broken clouds
365,General Pico,AR,-35.6566,-63.7568,52.61,65,71,7.92,broken clouds
366,Lerwick,GB,60.1545,-1.1494,51.8,92,62,14.41,broken clouds
367,Dzhebariki-Khaya,RU,62.2167,135.8,77.45,60,98,1.57,overcast clouds
368,Santiago,CL,-33.4569,-70.6483,46.85,79,75,10.36,broken clouds
369,Carahue,CL,-38.7,-73.1667,39.6,92,96,2.82,overcast clouds
370,Port-Gentil,GA,-0.7193,8.7815,75.16,83,100,12.66,overcast clouds
371,Santa Maria Del Oro,MX,25.9333,-105.3667,87.53,24,44,18.32,scattered clouds
372,Qasigiannguit,GL,68.8193,-51.1922,45.37,59,11,3.96,few clouds
373,Tukrah,LY,32.5341,20.5791,76.1,55,0,9.1,clear sky
374,Granja,BR,-3.1203,-40.8261,78.03,76,34,7.72,scattered clouds
375,Puerto Escondido,MX,15.85,-97.0667,82.76,82,88,14.07,overcast clouds
376,Cordeiro,BR,-22.0286,-42.3608,61.72,80,16,2.93,few clouds
377,Dudinka,RU,69.4058,86.1778,49.62,73,99,8.28,overcast clouds
378,Aykhal,RU,66.0,111.5,50.59,92,100,9.04,light rain
379,Warrington,GB,53.3925,-2.5802,58.86,81,0,8.05,clear sky
380,Nagua,DO,19.3832,-69.8474,84.25,74,75,20.71,broken clouds
381,Mezen,RU,65.8522,44.24,60.26,86,99,4.29,overcast clouds
382,Flinders,AU,-34.5833,150.8552,50.05,78,0,5.99,clear sky
383,Santona,ES,43.4439,-3.4576,72.59,79,7,1.36,clear sky
384,Souillac,MU,-20.5167,57.5167,68.38,88,75,16.11,light intensity shower rain
385,Boiro,ES,42.65,-8.9,82.62,69,100,3.76,overcast clouds
386,Corinto,GR,37.9407,22.9573,80.42,45,0,8.43,clear sky
387,Kachkanar,RU,58.7,59.4948,62.91,96,100,3.44,overcast clouds
388,Zhezkazgan,KZ,47.8043,67.7144,75.83,28,0,3.4,clear sky
389,Hofn,IS,64.2539,-15.2082,48.34,82,47,2.48,scattered clouds
390,Neijiang,CN,29.5835,105.0622,80.56,89,38,1.21,scattered clouds
391,Oshnaviyeh,IR,37.0397,45.0983,71.64,35,1,5.46,clear sky
392,Bonavista,CA,48.6499,-53.1147,53.76,80,94,12.59,overcast clouds
393,Erice,IT,38.037,12.5865,68.47,60,0,8.08,clear sky
394,Ojinaga,MX,29.5667,-104.4167,104.58,22,0,8.05,clear sky
395,Fairbanks,US,64.8378,-147.7164,68.59,36,0,12.66,smoke
396,Waingapu,ID,-9.6567,120.2641,73.78,83,43,8.77,scattered clouds
397,San Jose,US,37.3394,-121.895,90.28,44,0,12.66,clear sky
398,Zhanaozen,KZ,43.3,52.8,86.76,26,31,7.16,scattered clouds
399,Chulman,RU,56.8479,124.9104,68.41,79,67,0.89,broken clouds
400,Sayansk,RU,54.1088,102.1648,52.57,84,69,3.15,broken clouds
401,Qandala,SO,11.472,49.8728,91.0,47,46,26.73,scattered clouds
402,Teknaf,BD,20.8624,92.3058,79.25,91,69,11.54,broken clouds
403,Bardiyah,LY,31.7561,25.0865,75.43,60,0,13.96,clear sky
404,Mawlaik,MM,23.6333,94.4167,78.01,88,15,0.94,few clouds
405,Ayan,RU,56.45,138.1667,60.93,94,100,3.18,overcast clouds
406,Alugan,PH,12.2188,125.4808,80.02,86,97,3.8,overcast clouds
407,Chilia Veche,RO,45.4167,29.2833,69.03,65,19,6.6,few clouds
408,Bud,US,39.447,-86.1758,85.05,48,7,5.59,clear sky
409,Haimen,CN,23.1935,116.6142,80.49,83,100,8.9,overcast clouds
410,La Asuncion,VE,11.0333,-63.8628,85.73,62,35,13.8,scattered clouds
411,Somerset West,ZA,-34.084,18.8211,56.88,84,9,5.48,clear sky
412,Dalbandin,PK,28.8947,64.4101,86.11,37,75,6.67,broken clouds
413,Turukhansk,RU,65.8167,87.9833,51.91,74,11,6.85,few clouds
414,Simao,CN,22.7886,100.9748,67.8,92,98,1.99,overcast clouds
415,Lata,PT,40.1629,-8.3327,74.07,38,98,2.84,overcast clouds
416,Coachella,US,33.6803,-116.1739,109.62,14,100,8.99,overcast clouds
417,Ribeira Grande,PT,38.5167,-28.7,70.47,92,76,11.77,broken clouds
418,Estrella,PH,15.75,121.0333,78.85,87,88,1.9,overcast clouds
419,Kuloy,RU,61.0305,42.4925,57.56,82,32,1.83,scattered clouds
420,Santa Cruz,BO,-17.8,-63.1667,74.66,78,75,18.41,broken clouds
421,Mehriz,IR,31.5917,54.4318,73.9,19,0,8.52,clear sky
422,Cuajinicuilapa,MX,16.4667,-98.4167,83.07,78,89,7.63,overcast clouds
423,Sovetskiy,RU,61.3614,63.5842,66.76,78,10,4.81,clear sky
424,Wajir,KE,1.7471,40.0573,73.6,78,79,16.33,broken clouds
425,Peniche,PT,39.3558,-9.3811,72.09,89,91,4.23,overcast clouds
426,Buritis,BR,-15.6178,-46.4233,71.2,38,89,2.35,overcast clouds
427,Srandakan,ID,-7.9386,110.2506,75.36,92,38,7.2,scattered clouds
428,Pizarro,CO,4.9533,-77.366,77.4,89,87,5.64,light rain
429,Bilma,NE,18.6853,12.9164,90.75,22,9,5.77,clear sky
430,Adana,TR,36.985,35.2881,78.82,89,40,2.3,scattered clouds
431,Vila Velha,BR,-20.3297,-40.2925,69.75,97,75,2.3,broken clouds
432,West Plains,US,36.7281,-91.8524,97.83,47,0,3.0,clear sky
433,Altamont,US,42.2068,-121.7372,92.39,22,0,7.0,clear sky
434,Ibra,OM,22.6906,58.5334,88.11,48,52,3.33,broken clouds
435,Blythe,US,33.6103,-114.5964,112.03,16,86,13.35,overcast clouds
436,Bavly,RU,54.393,53.2602,68.25,79,96,3.42,overcast clouds
437,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,68,0,6.91,clear sky
438,Tanete,ID,-3.9443,119.7848,73.27,98,100,2.91,light rain
439,Taungdwingyi,MM,20.0167,95.55,75.52,93,100,5.48,overcast clouds
440,Tecoanapa,MX,16.5167,-98.75,84.92,68,98,8.01,overcast clouds
441,Nurota,UZ,40.5614,65.6886,75.96,21,0,7.96,clear sky
442,Airai,TL,-8.9266,125.4092,56.43,83,33,3.53,scattered clouds
443,Chittur,IN,10.7,76.75,72.45,88,59,12.08,broken clouds
444,Palatka,US,29.6486,-81.6376,85.05,93,100,7.07,overcast clouds
445,Doba,TD,8.65,16.85,72.41,94,100,2.86,moderate rain
446,Aswan,EG,24.0934,32.907,87.1,17,0,16.11,clear sky
447,Galdar,ES,28.147,-15.6502,70.36,81,29,15.1,scattered clouds
448,Port Macquarie,AU,-31.4333,152.9167,56.89,70,44,11.81,scattered clouds
449,Pachino,IT,36.7186,15.0907,75.16,68,1,7.74,clear sky
450,Kemijarvi,FI,66.7131,27.4306,54.41,94,66,5.21,broken clouds
451,Banda Aceh,ID,5.5577,95.3222,79.59,77,52,9.51,broken clouds
452,Caohai,CN,26.8661,104.2841,59.22,97,100,6.29,overcast clouds
453,Paragominas,BR,-2.9667,-47.4833,73.2,93,48,4.41,scattered clouds
454,Bilibino,RU,68.0546,166.4372,57.18,46,45,0.6,scattered clouds
455,Maragogi,BR,-9.0122,-35.2225,74.07,82,5,6.67,clear sky
456,Laichingen,DE,48.4894,9.6861,65.26,83,47,1.74,scattered clouds
457,Lavumisa,SZ,-27.31,31.892,58.96,85,10,4.07,clear sky
458,Coihueco,CL,-36.6167,-71.8333,41.74,93,100,4.61,overcast clouds
459,Eyl,SO,7.9803,49.8164,79.23,72,96,23.87,overcast clouds
460,Piacabucu,BR,-10.4056,-36.4344,73.2,83,6,9.1,clear sky
461,Asasa,ET,7.1,39.2,55.18,86,90,3.33,overcast clouds
462,Pangnirtung,CA,66.1451,-65.7125,50.0,76,20,6.91,few clouds
463,Lamar,US,33.6668,-95.5836,102.97,28,1,8.12,clear sky
464,Grand Gaube,MU,-20.0064,57.6608,69.39,74,25,1.01,scattered clouds
465,Borogontsy,RU,62.6683,131.1683,64.76,93,100,3.04,overcast clouds
466,Zambezi,ZM,-13.5432,23.1047,54.66,58,4,4.83,clear sky
467,Dispur,IN,26.1425,91.7889,78.75,93,56,2.01,broken clouds
468,Valley City,US,46.9233,-98.0032,68.52,100,20,14.97,light rain
469,Rush,IE,53.5223,-6.0931,61.88,73,75,10.36,broken clouds
470,Ennis,IE,52.8436,-8.9864,60.73,82,75,8.05,broken clouds
471,Marabba,SD,12.35,32.1833,76.62,79,99,9.53,overcast clouds
472,Kholodnyy,RU,62.7167,147.95,69.1,58,100,1.1,overcast clouds
473,Sayyan,YE,15.1718,44.3244,62.64,61,100,4.68,overcast clouds
474,Chengde,CN,40.9725,117.9361,71.82,52,56,3.29,broken clouds
475,Yushan,CN,31.3776,120.9543,92.98,66,100,5.44,overcast clouds
476,Humboldt,US,40.6665,-123.9178,64.6,52,3,7.67,clear sky
477,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.87,67,91,3.91,overcast clouds
478,Havre,FR,49.5833,0.3333,58.77,94,0,3.44,clear sky
479,Nanyamba,TZ,-10.6833,39.8333,64.04,93,39,4.97,scattered clouds
480,Port Hedland,AU,-20.3167,118.5667,50.05,93,43,6.91,scattered clouds
481,Nantucket,US,41.2835,-70.0995,78.85,88,40,5.75,mist
482,Rudnya,RU,54.947,31.0934,51.84,96,65,8.23,broken clouds
483,Quimperle,FR,47.8667,-3.55,61.99,67,0,10.36,clear sky
484,Kyra,RU,49.5776,111.9753,61.97,78,27,0.49,scattered clouds
485,Altamira,BR,-3.2033,-52.2064,73.54,93,100,3.22,overcast clouds
486,Mirnyy,RU,62.5353,113.9611,69.24,60,47,7.0,scattered clouds
487,Namatanai,PG,-3.6667,152.4333,81.95,75,96,7.05,overcast clouds
488,Carnot,CF,4.9409,15.8665,69.35,95,76,1.57,broken clouds
489,Gambiran,ID,-6.7988,111.4951,73.02,95,80,5.03,broken clouds
490,Chara,RU,56.9064,118.2631,67.35,73,100,0.87,overcast clouds
491,Kikwit,CD,-5.041,18.8162,75.15,34,19,0.69,few clouds
492,Poum,NC,-20.2333,164.0167,71.96,54,5,17.09,clear sky
493,Lae,PG,-6.7221,146.9847,75.87,83,100,1.14,light rain
494,Muisne,EC,0.6,-80.0333,74.91,84,99,9.37,overcast clouds
495,Bulgan,MN,48.8125,103.5347,54.91,89,98,3.09,overcast clouds
496,Kudahuvadhoo,MV,2.6708,72.8944,82.83,75,51,11.3,broken clouds
497,Krabi,TH,8.0726,98.9105,84.06,99,20,0.0,few clouds
498,Lokosovo,RU,61.1333,74.8167,55.99,93,100,1.45,overcast clouds
499,Verkhoyansk,RU,67.5447,133.385,72.05,50,38,1.83,scattered clouds
500,Upata,VE,8.0086,-62.3989,72.41,92,60,3.44,broken clouds
501,Sawtell,AU,-30.3833,153.1,60.19,58,38,13.8,scattered clouds
502,Kismayo,SO,-0.3582,42.5454,75.29,87,76,18.84,light rain
503,Gazojak,TM,41.1875,61.4036,82.87,16,0,10.47,clear sky
504,Moose Factory,CA,51.2585,-80.6094,78.8,34,40,9.22,scattered clouds
505,Saint-Francois,FR,46.4154,3.9054,67.44,83,0,0.0,clear sky
506,Mandalgovi,MN,45.7625,106.2708,62.69,66,100,15.52,overcast clouds
507,Kilindoni,TZ,-7.9139,39.6668,76.6,77,22,19.17,few clouds
508,La Palma,US,33.8464,-118.0467,93.67,68,4,5.99,clear sky
509,Altay,CN,47.8667,88.1167,53.42,50,0,4.29,clear sky
510,Praia,CV,14.9215,-23.5087,75.74,73,40,17.27,scattered clouds
511,Les Cayes,HT,18.2,-73.75,81.73,77,100,6.87,overcast clouds
512,Fortuna,US,40.5982,-124.1573,62.85,83,100,9.13,overcast clouds
513,Belawan,ID,3.7755,98.6832,73.69,92,100,4.09,overcast clouds
514,Doha,QA,25.2867,51.5333,91.38,75,66,2.3,broken clouds
515,Vanino,RU,49.0869,140.2543,59.76,83,98,5.35,overcast clouds
516,Wasilla,US,61.5814,-149.4394,64.53,78,100,4.0,overcast clouds
517,Jumla,NP,29.2747,82.1838,62.37,88,100,2.93,overcast clouds
518,Tilichiki,RU,60.4667,166.1,65.64,63,12,15.26,few clouds
519,Swift Current,CA,50.2834,-107.8014,83.21,51,0,4.61,clear sky
520,Tahlequah,US,35.9154,-94.97,100.08,22,1,7.74,clear sky
521,Kamakwie,SL,9.5,-12.2333,72.88,98,100,2.77,light rain
522,Ponta Delgada,PT,37.7333,-25.6667,72.5,83,20,3.44,few clouds
523,Maniitsoq,GL,65.4167,-52.9,46.31,72,14,9.28,few clouds
524,Stranda,NO,62.3096,6.9358,49.6,94,90,2.42,overcast clouds
525,Lokomotivnyy,RU,53.0118,60.5684,68.02,74,100,2.82,overcast clouds
526,Eydhafushi,MV,5.1033,73.0708,82.49,77,32,16.96,scattered clouds
527,Broome,US,42.2506,-75.833,75.79,61,26,1.01,scattered clouds
528,Cobija,BO,-11.0267,-68.7692,81.95,52,84,2.37,broken clouds
529,Axim,GH,4.8699,-2.2405,75.42,87,85,9.64,overcast clouds
530,Ust-Kan,RU,50.9276,84.761,42.17,84,74,2.62,broken clouds
531,Port Lincoln,AU,-34.7333,135.8667,50.63,63,74,13.65,broken clouds
532,Mikkeli,FI,61.6886,27.2723,55.15,94,0,4.61,clear sky
533,Linqiong,CN,30.4159,103.4609,84.02,89,98,1.3,overcast clouds
534,Antofagasta,CL,-23.65,-70.4,58.28,75,61,0.34,broken clouds
535,Yokadouma,CM,3.5167,15.05,72.09,86,95,1.95,overcast clouds
536,Fukue,JP,32.6881,128.8419,80.24,85,100,3.6,light rain
537,Ciudad Bolivar,VE,8.1222,-63.5497,83.77,58,26,8.23,scattered clouds
538,Erdenet,MN,49.0333,104.0833,51.62,85,83,3.11,broken clouds
539,Madang,PG,-5.2246,145.7966,78.04,90,100,2.71,light rain
540,Valparaiso,CL,-33.0393,-71.6273,51.48,94,100,5.75,fog
541,Ucluelet,CA,48.9329,-125.5528,66.09,72,90,1.01,overcast clouds
542,Kabelvag,NO,68.2114,14.4817,52.54,94,100,10.89,overcast clouds
543,Minna,NG,9.6139,6.5569,72.88,94,42,4.09,light rain
544,Darab,IR,28.7519,54.5444,81.25,16,0,10.69,clear sky
545,Roebourne,AU,-20.7833,117.1333,61.36,50,28,10.16,scattered clouds
546,Venezuela,VE,8.0,-66.0,83.91,60,39,3.67,scattered clouds
547,Ketchikan,US,55.3422,-131.6461,54.66,95,100,4.43,light rain
548,Bulata,PH,9.8599,122.4016,81.59,76,63,0.63,broken clouds
549,Te Anau,NZ,-45.4167,167.7167,36.73,97,91,0.51,overcast clouds
550,Ambilobe,MG,-13.2,49.05,69.4,75,79,3.67,broken clouds
551,Plonsk,PL,52.6235,20.3755,61.77,74,83,5.28,broken clouds
552,The Valley,AI,18.217,-63.0578,84.06,81,23,21.9,few clouds
553,Roald,NO,62.5833,6.1333,52.75,76,20,5.75,few clouds
554,Bereda,ES,43.2686,-7.5406,72.57,91,100,2.51,light rain
555,Leshukonskoye,RU,64.8989,45.7622,60.73,92,86,3.27,overcast clouds
556,Butwal,NP,27.7006,83.4484,82.51,77,94,4.59,overcast clouds
557,Tres Arroyos,AR,-38.3739,-60.2798,45.66,76,95,4.92,overcast clouds
558,Esna,EG,25.2934,32.554,84.47,23,3,13.49,clear sky
559,Itarema,BR,-2.9248,-39.9167,79.5,77,10,16.51,clear sky
560,Puro,PH,12.4841,123.3827,81.9,78,82,2.91,broken clouds
561,Henties Bay,NA,-22.116,14.2845,59.05,71,0,7.0,clear sky
562,Clinton,US,42.587,-82.9199,82.85,50,3,1.99,clear sky
563,Karla,EE,59.3723,24.9275,53.56,88,0,5.75,clear sky
564,Adolfo Lopez Mateos,MX,28.4667,-107.3,82.92,24,9,18.84,clear sky
565,Roros,NO,62.5747,11.3842,42.64,81,100,13.8,overcast clouds
566,Mvomero,TZ,-6.25,38.6667,69.94,80,67,3.47,broken clouds
567,Mookane,BW,-23.688,26.6595,56.82,32,0,4.68,clear sky
568,Nanyang,CN,32.9947,112.5328,83.48,84,91,5.64,overcast clouds
569,Ugoofaaru,MV,5.6667,73.0,82.44,78,84,18.45,broken clouds
570,Shenjiamen,CN,29.9576,122.298,78.1,92,100,8.39,overcast clouds
571,Araouane,ML,18.9048,-3.5265,98.04,20,28,8.66,scattered clouds
572,Mahajanga,MG,-15.7167,46.3167,66.22,94,0,3.44,clear sky
573,Hue,VN,16.4667,107.6,78.91,94,20,2.3,few clouds
574,Algiers,DZ,36.7525,3.042,71.42,88,20,3.44,few clouds
575,Liverpool,GB,53.4106,-2.9779,59.83,78,0,8.05,clear sky
576,Luderitz,NA,-26.6481,15.1594,63.25,46,0,8.81,clear sky
577,Vanavara,RU,60.34,102.2797,54.0,85,50,1.43,scattered clouds
578,Kishtwar,IN,33.3167,75.7667,66.22,88,100,2.17,overcast clouds
579,San Andres,CO,12.5847,-81.7006,81.95,82,21,17.94,few clouds
580,Nemuro,JP,43.3236,145.575,59.83,89,100,11.92,overcast clouds
581,Acapulco,MX,16.8634,-99.8901,84.47,72,98,5.1,overcast clouds
582,Harboore,DK,56.6175,8.1807,55.18,69,69,32.32,broken clouds
583,Storsteinnes,NO,69.2408,19.2344,52.45,99,100,4.9,light rain
584,Trenggalek,ID,-8.05,111.7167,74.68,97,89,4.94,overcast clouds
585,Orahovac,XK,42.3994,20.6547,62.46,53,8,1.97,clear sky
586,Svetlaya,RU,46.5389,138.3297,58.82,98,100,12.39,overcast clouds
587,Thul,PK,28.2403,68.7759,86.95,64,94,9.1,overcast clouds
588,Inirida,CO,3.8653,-67.9239,74.97,95,93,0.51,overcast clouds
589,Bahia Blanca,AR,-38.7196,-62.2724,49.98,69,100,8.34,overcast clouds
590,Tezu,IN,27.9167,96.1667,78.53,79,42,4.47,scattered clouds
591,Winslow,US,35.0242,-110.6974,88.75,28,38,10.71,scattered clouds
592,Matamoros,MX,25.5333,-103.25,95.81,17,5,23.26,clear sky
593,Pandan,PH,14.0453,124.1694,81.32,83,75,4.38,broken clouds
594,Saint-Georges,GD,12.0564,-61.7485,79.97,81,10,11.21,clear sky
595,Makakilo City,US,21.3469,-158.0858,82.56,72,100,8.05,light rain
596,Wad Madani,SD,14.4012,33.5199,76.6,77,93,10.02,overcast clouds
597,Niquelandia,BR,-14.4739,-48.4597,73.42,39,100,4.38,overcast clouds
598,Tabuk,PH,17.4189,121.4443,77.04,91,100,3.4,overcast clouds
599,Kloulklubed,PW,7.0419,134.2556,83.19,74,76,6.71,broken clouds
600,Camapua,BR,-19.5314,-54.0439,73.29,29,14,3.22,few clouds
601,Peachland,CA,49.7665,-119.7357,93.85,21,11,1.99,few clouds
602,Tomatlan,MX,19.9333,-105.25,85.96,70,57,7.2,broken clouds
603,Kaita,JP,34.3667,132.55,80.17,92,99,6.06,overcast clouds
604,Fuerte Olimpo,PY,-21.0415,-57.8738,83.79,28,81,7.2,broken clouds
605,Berdigestyakh,RU,62.0989,126.6992,69.1,87,12,3.76,few clouds
606,Gomel,BY,52.4345,30.9754,56.82,90,6,5.75,clear sky
607,Fethiye,TR,36.6217,29.1164,73.27,54,0,3.44,clear sky
608,Wanning,CN,18.8003,110.3967,81.7,90,99,9.6,overcast clouds
609,Dimbokro,CI,6.6451,-4.7048,71.87,99,99,4.72,overcast clouds
610,Damietta,EG,31.4165,31.8133,76.17,65,0,13.47,clear sky
611,Arys,KZ,42.4252,68.795,76.33,22,0,10.83,clear sky
612,Dhidhdhoo,MV,6.8833,73.1,82.06,80,80,18.12,moderate rain
613,Khandyga,RU,62.6667,135.6,72.61,79,97,2.46,overcast clouds
614,Hambantota,LK,6.1241,81.1185,78.6,79,86,16.42,overcast clouds
615,Frontera,MX,26.9333,-101.45,100.33,27,28,5.01,scattered clouds
616,Atar,MR,20.5169,-13.0499,95.72,27,74,5.1,broken clouds
617,Mahina,PF,-17.5065,-149.489,80.37,54,20,18.41,few clouds
618,Sturgeon Falls,CA,46.3646,-79.9326,73.89,50,75,3.24,broken clouds
619,Baruun-Urt,MN,46.6806,113.2792,68.88,50,22,1.48,few clouds
620,Kiruna,SE,67.8557,20.2251,50.92,93,100,10.36,drizzle
621,Yabrud,SY,33.9674,36.6574,68.31,35,0,1.86,clear sky
622,Nakamura,JP,32.9833,132.9333,76.82,94,100,4.92,overcast clouds
623,Mlimba,TZ,-8.8,35.8167,70.97,70,89,0.54,overcast clouds
624,Palana,RU,59.1167,159.9667,54.95,86,54,5.77,broken clouds
625,Nuuk,GL,64.1835,-51.7216,57.81,58,73,5.75,broken clouds
626,Zhigansk,RU,66.7697,123.3711,56.88,80,73,17.47,broken clouds
627,Deputatskiy,RU,69.3,139.9,61.48,57,78,2.51,broken clouds
628,Henderson,US,36.0397,-114.9819,105.37,18,100,15.75,overcast clouds
629,Manta,EC,-0.95,-80.7333,71.67,81,29,12.77,scattered clouds
630,Strezhevoy,RU,60.7333,77.5889,50.92,74,18,2.68,few clouds
631,Khani,GE,41.9563,42.9566,56.77,96,61,2.73,broken clouds
632,Chimoio,MZ,-19.1164,33.4833,55.67,74,2,1.77,clear sky
633,Nova Zagora,BG,42.4833,26.0167,65.82,50,0,2.37,clear sky
634,Margate,GB,51.3813,1.3862,61.3,80,78,1.01,broken clouds
635,Asau,RO,46.4333,26.4,61.72,66,46,5.79,scattered clouds
636,Barreirinha,BR,-2.7933,-57.07,81.25,69,99,3.2,overcast clouds
637,The Pas,CA,53.8251,-101.2541,79.39,35,38,8.48,scattered clouds
638,Goderich,CA,43.7501,-81.7165,69.91,69,0,5.44,clear sky
639,Troitsko-Pechorsk,RU,62.7084,56.1964,62.71,98,100,3.71,overcast clouds
640,Pacific Grove,US,36.6177,-121.9166,84.38,78,23,7.0,few clouds
641,Terrace,CA,54.5163,-128.6035,53.65,97,100,0.89,light rain
642,Bad Sassendorf,DE,51.5833,8.1667,60.42,89,18,2.98,few clouds
643,Domoni,KM,-12.2569,44.5319,75.18,73,9,12.33,clear sky
644,Taunggyi,MM,20.7833,97.0333,63.0,98,90,2.35,overcast clouds
645,Lyngdal,NO,58.1376,7.07,54.9,74,80,20.94,broken clouds
646,Paso De Carrasco,UY,-34.8603,-56.0522,59.95,79,92,6.89,overcast clouds
647,Magistralnyy,RU,56.1725,107.4458,54.19,97,100,5.79,moderate rain
648,Mumford,GH,5.2618,-0.759,74.82,89,44,10.47,scattered clouds
649,Mazarron,ES,37.5992,-1.3149,78.44,55,0,4.88,clear sky
650,Kahului,US,20.8947,-156.47,87.82,63,40,24.16,scattered clouds
651,Kotli Loharan,PK,32.5883,74.4932,76.89,93,40,1.01,smoke
652,Seoni Malwa,IN,22.45,77.4667,76.06,95,100,8.95,heavy intensity rain
653,Catuday,PH,16.2923,119.8062,80.33,81,100,10.04,overcast clouds
654,Vardo,NO,70.3705,31.1107,53.58,94,100,6.91,mist
655,Seda,LV,57.65,25.75,56.05,97,94,4.92,overcast clouds
656,Nago,JP,26.5881,127.9761,86.43,85,94,9.19,overcast clouds
657,Clearwater,US,27.9659,-82.8001,88.02,72,100,8.99,overcast clouds
