City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Plastun,RU,2022-07-13 23:12:23,44.7561,136.2939,62.58,99,100,100
296,Nantucket,US,2022-07-13 23:11:46,41.2835,-70.0995,80.74,86,0,0
297,Moengo,SR,2022-07-13 23:12:24,5.6167,-54.4,73.98,97,98,98
298,Prince Rupert,CA,2022-07-13 23:12:24,54.3161,-130.3201,55.87,90,100,100
299,Manggar,ID,2022-07-13 23:12:25,-2.8833,108.2667,79.77,84,97,97
300,Okha,RU,2022-07-13 23:12:25,53.5739,142.9478,58.69,85,73,73
301,Takoradi,GH,2022-07-13 23:12:25,4.8845,-1.7554,74.35,88,100,100
302,Kupino,RU,2022-07-13 23:12:26,54.3663,77.2981,53.62,96,86,86
303,Ampanihy,MG,2022-07-13 23:12:26,-24.7,44.75,60.82,69,0,0
304,Muros,ES,2022-07-13 23:12:27,42.7762,-9.0603,77.41,52,98,98
305,Saurimo,AO,2022-07-13 23:12:27,-9.6608,20.3916,59.34,41,0,0
306,Hirara,JP,2022-07-13 23:12:28,24.8,125.2833,85.05,82,100,100
307,Dzerzhinskoye,RU,2022-07-13 23:12:28,56.8344,95.2283,49.89,87,16,16
